Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,0,1,2,3,4,9,11,15,18,19,20,22,24,25,28,32,33,43,44,53,57,60,71,73,78,85,95
42,20,115.0,16905,5,6,1959,1959,0.0,967,383,1350,1328,0,1328,0,1,1,2,1,5,2,1,308,0,104,0,0,0,170000,-0.8057112762657722,-0.5975544716398423,0.603652709281475,-0.16559337023288884,-1.2961196619133117,-0.8579771383979053,0.2907582479028976,0.5071269716633998,-0.25500821088144343,-0.5160842658262647,0.579363843443418,-0.19738801838572723,-0.553466008176738,-0.19075069703092878,0.16562157431151925,-0.6430597957519862,0.29603696461638346,-0.09056776736623218,-0.22484870943910806,-0.22426345475538828,0.10724976513419092,-0.016230323054865853,0.09090962556251092,-0.03716154917088958,0.0009839815269897581,-0.18014133278234004,0.1576702906535704
43,85,0.0,9180,5,7,1983,1983,0.0,747,0,840,884,0,884,1,1,0,2,1,5,0,2,504,240,0,0,0,0,144000,0.15699848242973874,-1.1438642196715307,-1.4891128261390172,0.7406447719705725,-0.5034890575268095,0.5766399366038328,-0.2673371262580602,0.12338684297209843,0.039051685342846414,0.4231245373410634,-0.4067361444993478,-0.2566165850810826,0.3746103886530721,-0.1297560114410202,-0.3359332043341561,0.921481800780204,0.48228489869820956,0.6781054762957572,-0.10967138512092947,-0.14588835187501173,-0.3014838880109314,0.10897758974718558,0.3212019403452451,-0.016075238153714068,-0.1311308655831069,-0.11802291300269513,-0.008869063105865545
44,20,0.0,9200,5,6,1975,1980,0.0,280,167,938,938,0,938,1,1,0,3,1,5,0,1,308,145,0,0,0,0,130250,-0.7935481475787842,-0.8002393597898794,0.0025715600371666305,0.9604308164757285,-0.8664405517062594,0.44429499569287645,0.2615276596172775,0.20166338063267328,-0.015643795861104193,0.17335813414024254,-0.28604553609987926,0.14594924914611604,0.20876483037324706,-0.5996705690336013,-0.14516769378997071,-0.020982942973955775,0.3463179272327949,0.7924491334130761,-0.38066722609938397,-0.2772971359488867,0.454417401577018,-0.40463108994657737,0.01499663398626511,0.09237632226008523,-0.09807510187946923,0.029875651766745226,0.07502648250298173
45,20,70.0,7945,5,6,1959,1959,0.0,179,465,1150,1150,0,1150,1,1,0,3,1,6,0,1,300,0,0,0,0,0,141000,-1.3419128100347422,-0.8118391010853361,0.46784779950782135,-0.4203025552566938,-1.2507190586583932,-0.5876673063832697,-0.239008574669139,-0.32732745748352304,0.17505542267388682,0.5299558690552515,-0.5943513724984091,0.3824398885264382,-0.19537144854284924,0.19534444106331245,0.04614998120128378,0.4006931159382776,-0.3095036313078603,-0.08561712398732696,-0.5305733685139324,0.14457583621586012,-0.02362819593291567,0.2562214258021658,0.06933706870912555,0.08867462497299032,-0.012508606333929083,-0.0447955165956872,0.13708640181796808
46,120,61.0,7658,9,5,2005,2005,412.0,456,1296,1752,1752,0,1752,1,2,0,2,1,6,1,2,576,196,82,0,0,0,319900,1.1866831968522398,-0.4266094450752887,1.737802455247818,-0.8509863078866966,1.1808387078270182,-0.12361132649393895,0.5521638211778626,-0.9732840307396088,-0.144024511028315,-0.1660909626599694,0.6340778993954401,-0.20720329414643918,0.2636406343843681,0.43904609244111,0.19264697750108378,0.7389508848090884,-0.2223371807152369,0.40886930375507574,-0.22558679147464725,0.1929011418234216,0.0565483614882306,-0.10058660900056311,0.02807473969683894,-0.0005982667462376089,-0.19559127420970587,0.04195810020491146,0.029337859643028055
47,50,48.0,12822,7,5,2003,2003,0.0,1351,83,1434,1518,631,2149,1,1,1,1,1,6,1,2,670,168,43,0,198,0,239686,1.9232125920379257,0.12478162463122501,-0.22853253265569135,0.881607559229333,-0.6098134957994846,0.19635025673398485,0.20029321493777655,-0.0885406833478546,0.6319186210814746,-0.7350754037086877,-0.14798710660151052,-0.17939221529102678,0.23350984889647794,0.2810156314934592,0.3171604171365473,0.6573302332790609,-0.09718326458561072,0.9887042408121292,0.154508733821474,0.12307400285526136,-0.06308801261504732,-0.13213636571901635,-0.018976442704058575,-0.2945663596339662,-0.0007597775605827336,-0.18066583109828085,0.02021785734905527
48,20,84.0,11096,8,5,2006,2006,0.0,24,1632,1656,1656,0,1656,0,2,0,3,1,7,0,3,826,0,146,0,0,0,249700,2.0647759576542324,0.45417884534952224,0.07702415447357984,-0.8619801493560307,-1.3191732615870697,0.17619502527465786,-0.041903856576679624,-0.0284455044740388,0.1549133391702619,-0.08615580043273367,-0.3709448727053874,0.13109333449962762,0.17646318246083964,-0.0741153603358494,-0.01225592497615521,-0.284868091702078,0.6541197591731727,0.19468763952808818,-0.21051807729419914,0.01643451417572856,0.14801098924494538,-0.0408861360488911,0.05233614117150887,-0.06345314091731766,-0.07674504179552323,0.2019725507729438,0.025680230319057553
49,190,33.0,4456,4,5,1920,2008,0.0,0,736,736,736,716,1452,0,2,0,2,3,8,0,0,0,0,0,102,0,0,113000,-1.220193781344313,2.0797939464302058,0.39799092774480116,-0.30756802924092813,0.8582303306807326,-0.13464543960606123,0.7844008246930317,0.3961225860874381,0.3598484803457615,-0.07291198325045682,-0.632064112803553,-0.09687865552330617,0.015554682996280121,0.14780807394266257,-0.1919329442776836,-0.08754168051805955,-0.06818937321250544,-0.5371131116026788,-0.16871211428999658,0.3360717989148602,0.01318621674538691,0.09763184563396893,-0.10666737603991346,0.013199030240792923,0.23997160110913102,0.03444257405241992,0.10818784250806039
50,20,66.0,7742,5,7,1966,1966,0.0,763,192,955,955,0,955,1,1,0,3,1,6,0,1,386,0,0,0,0,0,127000,-1.471347988205335,-0.7856611370967871,0.12408886439495069,-0.4985482714071754,-0.6040701966031614,-0.07936298230979874,-0.6587261985218686,-0.03715175677424503,0.28143087520753435,0.5163079809821001,0.28366230964531014,0.29175001265667766,0.22372660116388166,-0.23582737720838023,0.20849356247291959,-0.3196458487033226,0.5681173354414735,-0.011520163141315137,0.0017421926240611045,0.0949714221948254,0.11698911918441345,0.034309032414763525,-0.14303627853119452,0.024268445847365403,-0.004668208477360439,0.031304275874823054,0.013644173764919708
51,60,0.0,13869,6,6,1997,1997,0.0,182,612,794,794,676,1470,0,2,0,3,1,6,0,2,388,0,75,0,0,0,177000,1.0819608291674752,0.06946023332632036,-0.9497322442474152,0.6007848608372305,-0.1707651420118382,-0.2736410776614188,-0.6261788442240861,-0.4949510633356289,-0.40152015281132164,-0.755546960136236,-0.5730040885127758,0.012607750532093252,-0.18780198493538935,-0.12647369280381518,-0.18255861084379463,0.070984237687159,0.43872450226950827,-0.07011725507686621,0.10502852289867153,-0.13481893368709597,0.3149716386473477,-0.027135501529050206,0.3794369179181839,0.11586507259464751,0.34487199127512513,-0.14095481992913567,-0.0635818795993633
52,50,52.0,6240,6,6,1934,1950,0.0,0,816,816,816,0,1176,0,1,0,3,1,6,1,2,528,112,0,0,0,0,114500,-1.281956229280251,1.7139530647208687,0.050380784200016494,-0.01555663952201683,0.20050312761539898,0.07063913115690625,-0.3086460325629934,-0.8406694474622148,0.0836894883969608,-0.041898195572808355,0.48752131619842515,-0.25005936378119664,0.018030436645722726,0.09043627532632283,-0.6159532508731941,0.24957785161834328,0.38601513645597973,-0.16858506309880397,0.06686248427801296,-0.15407807244571078,-0.24297881105452784,0.1169711801784987,-0.15893040823588886,0.035483983458506535,0.25155743096214206,0.0339149307501896,-0.06339068387734924
53,90,110.0,8472,5,5,1963,1963,0.0,104,0,816,816,0,816,1,1,0,2,1,5,0,2,516,106,0,0,0,0,110000,-1.4182823868832821,0.13982093005596818,-0.18888570625194914,0.8625673075253811,-0.2555364696118656,0.8750626361697945,-0.04111279394858369,0.3456720710754219,-0.470741581459197,-0.12018639652085253,-0.6710146100584281,-0.1166375105120828,-1.244577353984747,-0.6297603588327733,0.41487740478951307,-0.04963351489516308,0.01854686497356874,0.017465617693409378,0.2260490117179421,-0.32891689733628005,0.6958083331540624,-0.2431449082789006,-0.4873854210314251,0.3424381516964999,0.34695227947857626,-0.23949204967006357,0.23555215425856785
54,20,68.0,50271,9,5,1981,1987,0.0,1810,32,1842,1842,0,1842,2,0,1,0,1,5,1,3,894,857,72,0,0,0,385000,0.9417582245939151,-0.6786879786447463,0.2879005763031718,1.1443306673923719,-0.14167290355190434,-0.7123677967875167,-0.13563554484824306,0.5759499444864445,-0.9599429836914675,-0.5649799726714351,-0.311816924428903,-0.6876699496686739,0.03296766254919166,0.03610324372151994,0.5792931082423001,-0.30731645024649873,-0.1354758542736016,0.20499057856498598,0.14526752376982824,-0.28158210535430667,-0.22303702636716222,-0.3608185784040115,0.3243091155056913,-0.10251570288480435,-0.3276256886694939,-0.2814595355420622,-0.23087612314108832
55,80,60.0,7134,5,5,1955,1955,0.0,384,0,384,1360,0,1360,0,1,0,3,1,6,1,2,572,0,50,0,0,0,130000,-2.258989864342101,-0.14265336168942638,-0.33137076460448034,-0.2703418135236012,0.019938617042093296,-0.8684961244812188,-0.16817612118103026,-0.4650363821242191,-0.038744983539838566,0.09144664445772982,-0.2982559187885365,-0.6809906690881139,-0.7204266557727136,0.5550330293157062,0.5536234130498292,0.31460290345558306,-0.21031190611962103,-0.10903356385622599,-0.25707751933700107,-0.06574457584760736,-0.4966934400408414,0.2230022476719371,-0.1530335396759554,0.22920180209908808,-0.018239538924552823,0.0033225249679724313,0.17499412712480383
56,20,100.0,10175,6,5,1964,1964,272.0,490,935,1425,1425,0,1425,0,2,0,3,1,7,1,2,576,0,0,0,0,0,180500,-1.031630369770177,-1.8507296061155043,0.03633710411216733,0.03224712147733856,-0.04196450196840339,-0.25457025112796233,0.944366692217247,-0.09144122429238558,-0.5171568741453346,-0.08542493060297078,-0.010646961796451544,-0.16743773386994457,0.19851148199916116,-0.013839644645237395,0.06035151247565553,-0.5778646094284511,0.5039909720299851,-0.22378213597138202,0.04738427101059693,-0.11389889388835889,-0.15870809599936025,-0.15622899394377834,-0.11013206031233591,-0.06067398525335576,-0.04712296330820379,0.014634400526740069,0.05051964872556741
57,160,24.0,2645,8,5,1999,2000,456.0,649,321,970,983,756,1739,1,2,1,3,1,7,0,2,480,115,0,0,0,0,172500,1.730913893826625,0.6420198608572005,-0.2795283047238401,-1.476605125476361,1.344828406306872,-0.10383532440576027,0.04416834868037673,0.16863820451724537,0.054967972270002156,-0.13112097714751708,-0.5265807189236277,0.3927076818164688,-0.3405314084879071,-0.14897918424066947,-0.3505739503114978,-0.07057932925934178,0.5237093869875041,0.37455361514983665,0.21711878565169576,0.15221347295262141,0.1396264812824718,0.13009604186850363,0.2678693315081381,-0.15500292238540292,0.022862534056010332,0.03325865792284931,-0.19684431897008967
58,60,89.0,11645,7,5,2004,2004,0.0,0,860,860,860,860,1720,0,2,1,3,1,7,0,2,565,0,70,0,0,0,196500,2.059469859542533,0.43166056639253436,-1.3018923937034936,0.7309338064516189,-0.6377108552308278,0.47890415382690465,-0.010646399749405828,-0.23219198526387216,-0.31254447639101934,0.05760826603343686,-0.0058018036839632,0.04525814554086457,-0.13898097319946714,0.13425747326244641,0.13458464781835755,0.07427340828818002,-0.05702266862299917,-0.04061228994450909,-0.00797476138757528,0.08506952401123857,-0.1347181406048179,0.019876601573433024,-0.012886784442181312,0.017842667749606654,-0.03775253772228295,7.357267790895222e-05,0.004743529739965763
59,60,66.0,13682,10,5,2006,2006,1031.0,0,1410,1410,1426,1519,2945,0,3,1,3,1,10,1,3,641,192,0,37,0,0,438780,2.15283893129012,0.24866728190416224,1.3940615299221313,1.233159524832065,1.6845546198497767,-0.1501663584229836,-0.33531254854890397,0.047218414474868055,-0.07031085838217453,0.16569351593624398,-0.18429757459765234,-0.5520818104217112,-0.8790757701412709,0.20635495558436404,-0.45798451797038336,0.04278053346705824,-0.022172922245894382,0.8047776528296136,-0.05869784181129459,-0.11545172187017833,-0.22078551852599038,-0.35225865264177375,0.029479944219472514,-0.1463346859973103,0.5474985343845903,0.3106293984502228,-0.3157165802298606
60,20,60.0,7200,5,7,1972,1972,0.0,632,148,780,780,0,780,0,1,0,2,1,4,0,1,352,196,0,0,0,0,124900,-1.5393615172082586,-0.36934892444841416,0.1979579403818603,-0.15878506749537916,-0.6548668147264037,0.006134979918124038,-0.5433528936609888,-0.2654008940795444,0.31259122616071267,1.3488255201674113,-0.06668316197909371,-0.22511713793304416,-0.18719104316621704,0.1031376228544856,0.3509696970286322,0.06378427657291945,0.40943269193984744,0.03351349316533673,-0.36754478135484225,-0.4215929815656409,-0.4489006255093194,-0.06836451816837943,0.08526462856694307,0.10961173810247164,-0.21655665125387016,0.18750684277042384,0.002500828833746105
61,20,63.0,13072,6,5,2004,2004,0.0,941,217,1158,1158,0,1158,1,1,1,3,1,5,0,2,576,0,50,0,0,0,158000,0.8520118156806636,1.042580869162538,0.5578124822507949,-0.2366635328076766,-1.0597152369077758,0.43874169943571967,-0.5947257889953946,0.11120901324358164,0.9292741393056907,-0.03406674496616152,-0.1320974379892979,-0.5599775708239794,0.1215705976838589,-0.18645410180507183,-0.6734651491823618,0.5837134743769581,-0.06321922100267553,-0.1325991492976698,0.05116484468262267,-0.22506341375057734,0.0014353051951434884,0.12826156595957452,0.19022454841393902,0.05582392661501864,-0.08617971255439054,-0.11045796517644799,-0.1339325569563953
62,75,60.0,7200,5,7,1920,1996,0.0,0,530,530,581,530,1111,0,1,0,3,1,6,0,1,288,0,0,144,0,0,101000,-1.8178753200354856,2.224655632815399,0.02648736586746171,-0.08171441392473158,0.43950803560672624,0.263141816207294,0.8162783261911745,0.08131208439475425,-0.40617153828536706,-0.4680579629253591,0.5670408693423893,0.5784323185324447,0.223519692986869,0.9342761261029741,-0.104345672831676,0.058872445180705404,0.18474951239504334,0.027688268419776656,0.053924985278121756,-0.3506739979187166,0.02648062814308431,-0.044978491753249764,-0.027781262880381928,-0.3941100150244637,0.1659249462448216,-0.4282679286788819,0.016595162329774774
63,120,44.0,6442,8,5,2006,2006,178.0,24,1346,1370,1370,0,1370,0,2,0,2,1,6,1,2,484,120,49,0,0,0,202500,2.460193625129227,-0.2967725186995162,0.32402101201418665,0.16052939087417809,-0.7304453221146204,0.07821495534354839,0.8248441653300274,0.12604630985620435,-0.45810922744009436,-0.11881082200658888,0.517433161384308,0.3066039339227507,0.029090418867040516,-0.19793228060247625,0.06721442011672453,0.17702581259190542,-0.5008394440206287,-0.277396403345529,0.23094185988821384,0.28701917879150096,0.18971215606554054,-0.07182900796334735,-0.26543396909950334,0.1402202576209685,-0.06581893649550956,0.16537005876219624,0.17032900076720922
64,70,50.0,10300,7,6,1921,1950,0.0,0,576,576,902,808,1710,0,2,0,3,1,9,0,2,480,12,11,64,0,0,140000,-1.187910764872007,1.6195680972056923,-0.8584029769707641,0.8711484653041315,0.7162336343112836,-0.2768794989593348,0.5626029771441947,0.09928921157694554,0.3757735993243677,-0.5140462175656062,-0.2689447462626551,-0.479089021375831,0.25435005816672246,0.1352036247274767,0.06459173522100459,-0.1781992063153356,0.06761831622859162,-0.09482818193579165,0.48493307308524564,-0.27728372717361044,-0.5033129583297217,0.33644516824598536,-0.5030150730413624,0.402567708668135,-0.11135354776689092,0.4241844170331991,0.3570281796491926
65,60,0.0,9375,7,5,1997,1998,573.0,739,318,1057,1057,977,2034,1,2,1,3,1,8,0,2,645,576,36,0,0,0,219500,1.741216064869929,0.05188534457691611,-0.6683491674656103,-1.2308325821739132,-0.1726228087100315,-0.24174132553187272,0.32956237006359945,-0.6569445150521211,0.2927281751466589,-0.47956495030742197,0.2610306776925217,-0.4600306905580741,-0.2225460889029184,0.06547859286689606,-0.5483485571089011,0.2844033181939189,0.10473127932167516,0.03500578304007534,0.1410346572373522,0.055921950096186855,-0.13289236313841474,0.3282351199224255,-0.14797473941050904,-0.17143420125212927,-0.1289414822075252,0.030632036248879353,0.04280905713107662
66,60,76.0,9591,8,5,2004,2005,344.0,0,1143,1143,1143,1330,2473,0,2,1,4,1,9,1,3,852,192,151,0,0,0,317000,2.0340978289486955,0.5982833836209188,0.2817192513609148,-0.4684787331819407,0.43306692526978746,-0.3236791340740325,0.2167517715975235,-0.5332512383346474,-0.7794436717441541,0.7514490909159351,0.33976071067455776,-0.11120081927310567,0.1965126112298879,0.5879602859693588,0.09120991049355319,-0.026992418148038922,-0.0171139747887074,0.1274253632404986,0.1880856847689959,0.12852922631023533,0.16289900937542104,-0.26529842706619405,-0.059138099843999196,-0.17324937190657383,-0.018116651986221543,0.10986914248815094,0.11994811735233467
67,20,0.0,19900,7,5,1970,1989,287.0,912,1035,1947,2207,0,2207,1,2,0,3,1,7,1,2,576,301,0,0,0,0,180000,-0.6097829026649989,-1.7181804973561772,0.22032335210018214,-0.8557436106766712,-0.30187279519600946,-0.2390792026697581,0.3486466628873753,-0.476831031743415,-0.42330256662462495,-0.29912028784450573,0.7718706876043727,-0.6721281119304301,0.5017535277768848,-0.5811141966086016,-0.11478002806041784,-0.7714550577628125,-0.382365193054429,-0.026176470664063173,0.26174149255417156,-0.3915126767312979,-0.25051136769393795,-0.1543833813324077,-0.1197944090788842,0.0590185357368841,-0.14329190226837613,0.031613014521348015,0.1787464448208084
68,20,72.0,10665,7,5,2003,2003,167.0,1013,440,1453,1479,0,1479,1,2,0,3,1,7,0,2,558,144,29,0,0,0,226000,2.4415810768191406,-0.6240639356480182,-0.21063852874019373,-0.13006511285354952,-0.8401336099395135,0.2926660523338685,1.2105801130278249,-0.3132819753367614,0.07829880288093699,0.08862825951666282,-0.058113334020326056,0.13918392882309877,0.2848699723490968,0.03396757561574483,0.003501731889258871,0.02206539960050605,0.2020464506784803,-0.0944672317812027,0.10658941381772856,0.05461099408881266,0.03879132542723455,-0.006149196005083477,0.09046322155454485,-0.02702016086800714,-0.05099483410399216,0.038237287608880975,-0.03423380184260177
69,30,47.0,4608,4,6,1945,1950,0.0,0,747,747,747,0,747,0,1,0,2,1,4,0,1,220,0,0,0,0,0,80000,-2.0293791066056417,0.3474339276585975,0.03682812728753767,-0.11221822823938388,-0.08070598621514731,0.7752727797589347,-0.11618345705307404,0.5644019900543898,0.01514734790270376,-0.4681870134610369,0.9175980708464896,0.2802708457839258,-0.10002785599759167,-0.27719662263683015,-0.03164880481813513,-0.14151259366307756,-0.423328992513972,-0.36095892442940325,0.23046868299609116,0.20670175998361015,0.07887218245868968,-0.19188327212853348,0.13310878124226092,0.03427178408063538,-0.12977228025839319,0.032104219120516184,0.002017997496832865
70,50,81.0,15593,7,4,1953,1953,0.0,603,701,1304,1304,983,2287,0,2,0,3,1,7,1,2,667,0,21,114,0,0,225000,-0.9518889072629353,-0.5829471662934407,-0.4297310288880751,0.15878051769289286,0.04656092381494156,0.026613558405668893,-1.0713543463959798,0.33931235503186064,-0.6987679755425007,-0.31733087167050417,-0.05047831341712183,0.2841122678940154,0.3258270692373006,0.1561541068678711,0.9604204862431707,-0.372146063304357,0.2970074189536471,-0.13067515952958983,-0.13425528859311034,0.3337803094234238,0.3579037221769873,0.4968896374069403,0.18487988199260016,-0.08771942374157278,0.012801851893085137,-0.1807439769128529,-0.029644882922690248
